mean,mean_er,mean_WBF,WBF_er,b1_l,b2_l,b3_l,i1_l,i2_l,iii1_l,iii3_l,hg1_l,hg2_l,hg3_l,hg4_l,b1_r,b2_r,b3_r,i1_r,i2_r,iii1_r,iii3_r,hg1_r,hg2_r,hg3_r,hg4_r
2.09729203311,0.251385908125,188.450617284,23.3292135441,0.183658518361,0.117399040629,0.146849157792,0.217596894025,0.202192156547,0.151704264399,0.20492403104,0.173357441702,0.131547098072,0.138844170535,0.137470239114,0.160339495061,0.0987785712345,0.149121629435,0.196984637781,0.168941400015,0.185832332281,0.175509730236,0.132186654425,0.137938317918,0.0964576925584,0.178629752729
2.0825369226,0.261091113166,191.324074074,18.2462003381,0.162091704024,0.130273578875,0.117154738438,0.155211599991,0.185506686054,0.133941721717,0.167298451081,0.114356476094,0.113509362392,0.121768101817,0.138565126338,0.131360369447,0.0871457891843,0.111557234701,0.172195238425,0.199500582646,0.157558266956,0.146464567778,0.1129794202,0.124536607178,0.0931040057278,0.186419239129
2.09124809561,0.267746404536,191.314814815,18.2537232558,0.164654431417,0.129117852679,0.115200521639,0.151272830192,0.182488887325,0.133479693319,0.16630474988,0.111699466675,0.112856345902,0.116985763585,0.150322324774,0.135857867123,0.0867449515549,0.112360262134,0.167887611695,0.200559939641,0.157638419284,0.141759287327,0.109109913727,0.120691781023,0.0923572158934,0.188204829005
2.08425431847,0.260439325708,191.327160494,18.2677906978,0.159884421472,0.128734901973,0.11365988965,0.154269888336,0.18497920221,0.136351353095,0.166485201056,0.112026929271,0.111584463351,0.121090908923,0.140759802028,0.127576103613,0.086605817957,0.111991552702,0.166344398913,0.197908825139,0.156958063022,0.141192516413,0.11170855682,0.123534725035,0.0916985039063,0.18854816894
2.0872565972,0.264832179121,191.336419753,18.2708087994,0.161812619303,0.130100354476,0.116458764402,0.158347796033,0.1902349823,0.132784044841,0.165534734486,0.114424260569,0.112330513176,0.121449521104,0.144136404554,0.135439693025,0.0872215129328,0.113134641984,0.166782802941,0.197555860935,0.157258849394,0.143291809454,0.111518176229,0.12333883617,0.089960100791,0.186159352219
2.07779579572,0.258679142666,191.330246914,18.2958064282,0.167377198634,0.133285647567,0.117958433926,0.159007088888,0.190536556244,0.134048136539,0.166800744341,0.11935920909,0.116037228413,0.123687755157,0.147210491584,0.133304083028,0.0870973106342,0.116247648868,0.166855020411,0.201822746972,0.159098482344,0.141024963819,0.109682224452,0.12090518284,0.0914761381953,0.185898326194
2.07502640732,0.262392870753,191.348765432,18.3226847068,0.167303791296,0.133260870656,0.120904558076,0.161400795203,0.198307490307,0.135369393317,0.166547416842,0.120924760548,0.116038970367,0.121652204515,0.151687490363,0.138624526041,0.0872199327259,0.118828735637,0.166672641216,0.201264041483,0.159078008879,0.143178224605,0.109566675937,0.121737543156,0.0916297887749,0.194409834485
2.07897535586,0.269399867788,191.311728395,18.3461383748,0.161705135294,0.133863862345,0.118305208848,0.164338548899,0.203426478985,0.134097328871,0.166613860936,0.12456736716,0.114768657953,0.125558139187,0.149788521294,0.132277818083,0.0859892494531,0.112444551013,0.166229878324,0.205880738932,0.158430905504,0.144576265261,0.107470315895,0.120817296059,0.0902513960725,0.193191503332
2.07836136114,0.276149930796,191.324074074,18.3484621372,0.167129404907,0.133178744754,0.120371287715,0.163112245162,0.203580943108,0.131707398072,0.165334950399,0.122330318176,0.112696274045,0.122242730249,0.135664897434,0.13400372621,0.0862012156154,0.11507055108,0.164626988296,0.206697435295,0.155728835462,0.146002065428,0.10462722626,0.120271556588,0.0898312720712,0.191128492697
2.07028495855,0.269963837242,191.299382716,18.3755221227,0.162537242729,0.136947759502,0.117353088309,0.16354713355,0.204301666963,0.133213341707,0.167699411843,0.1212707016,0.112513614592,0.122179778993,0.137270017884,0.129795662811,0.0866885030114,0.113540028115,0.163501086514,0.206550607555,0.154339879637,0.14713287277,0.102394130982,0.120639323461,0.0898783318446,0.1880724439
2.06216252527,0.275222064501,191.299382716,18.4100515919,0.15728106318,0.133900172266,0.112862708937,0.159826479144,0.204026360361,0.13284241025,0.163545923881,0.115203352991,0.108860700835,0.116436509346,0.142626208659,0.125447072747,0.0854166812532,0.108597659985,0.161097490374,0.207979505538,0.154429012253,0.144728665425,0.101427066295,0.120301201617,0.0899529100877,0.184914615715
2.06123313297,0.279215140878,191.293209877,18.4233888836,0.159432944999,0.132822140032,0.115847014103,0.15767415029,0.202155650127,0.131790713039,0.161095553209,0.113237782259,0.111633835474,0.114499052803,0.143327479351,0.127686103678,0.085705642836,0.107068934583,0.159862197064,0.2048162607,0.153584333372,0.146140086427,0.0978130729911,0.120329337858,0.0928832310891,0.188481592439
2.05771344376,0.276993028382,191.274691358,18.4455765262,0.158017845787,0.133519259622,0.114640425596,0.155557179363,0.199210276065,0.13046074821,0.160318870615,0.110845441523,0.110137112273,0.112950012225,0.148487863832,0.128306156859,0.085851952393,0.107614811325,0.157606613389,0.20266777333,0.153263332828,0.144154723927,0.0959725778557,0.119129022939,0.0940592275854,0.187350068213
2.05449338855,0.278422380207,191.262345679,18.4591373978,0.159362832121,0.131749392395,0.115153314877,0.151595755837,0.199737867584,0.127555383476,0.160622390474,0.109116506139,0.110067255523,0.109217223715,0.145443234407,0.134650682528,0.0859371057041,0.110457262515,0.15931814871,0.202809740634,0.1515073197,0.141114091222,0.0947755675822,0.116119925907,0.0941124621804,0.185490151486
2.05922646907,0.284194757626,191.274691358,18.4645919732,0.157140041632,0.132532808049,0.113681511577,0.149522038809,0.19881915713,0.129403899242,0.164083270092,0.10917172293,0.108209462148,0.112230651032,0.144084835951,0.130445111092,0.0850843509494,0.107911899164,0.157918553013,0.20605599556,0.151962232378,0.141883245277,0.0912782951254,0.11695455755,0.0917486630789,0.18523901083
2.05371734162,0.279598025072,191.25617284,18.4755367596,0.157424094334,0.134109698679,0.114645527387,0.148819934147,0.198048514517,0.128548103625,0.16461764536,0.106625299776,0.108814334348,0.107109768386,0.144561574156,0.129701543822,0.0848194181648,0.107727365736,0.157710740258,0.204780566105,0.152199750918,0.139666123617,0.0903907200406,0.115885805807,0.0884420981762,0.186521546538
2.05805574554,0.28178421877,191.305555556,18.5140747199,0.160485320717,0.134883253837,0.115894870107,0.149032399985,0.195686050351,0.128211523426,0.165915069801,0.10781621421,0.107961632662,0.109937328637,0.139822806368,0.137535668162,0.0859771183805,0.109527801667,0.156896267715,0.206980144937,0.152154702382,0.140587819631,0.0872474055001,0.114084781862,0.0902354564246,0.185876753701
2.05910925592,0.278383488751,191.345679012,18.506611539,0.16530341879,0.134632750035,0.117057333212,0.148171391139,0.199837823824,0.127741054725,0.168070893271,0.107799770317,0.108122868886,0.112984321117,0.147287135232,0.14538113885,0.0863842055194,0.113432661859,0.157740639929,0.204376513658,0.153172553463,0.13915533671,0.0867510430096,0.116741207255,0.0904499532679,0.180802303943
2.06567857404,0.283706833011,191.404320988,18.4711066928,0.156645991991,0.132837724915,0.114105594925,0.146412583666,0.19725357207,0.131344933262,0.165117201451,0.106962351956,0.105244997085,0.107721776552,0.145380494924,0.135834842509,0.0844256283996,0.112087677728,0.154280365072,0.203622520497,0.154460133872,0.142859109897,0.0856008564165,0.117965822371,0.0903548831681,0.178899480801
2.06034824234,0.272554948586,191.475308642,18.4786096306,0.157818218732,0.13438803538,0.113820217491,0.143339567438,0.195115741072,0.128482214305,0.166015275794,0.1047204062,0.105153669391,0.107289100986,0.143122934857,0.133650461826,0.0844147839548,0.113513265119,0.153855800939,0.201637358499,0.151652352804,0.139744939651,0.0850844233159,0.116153647201,0.0894852522521,0.183070211844
2.06479931222,0.267062547641,191.540123457,18.4686219035,0.155844688373,0.135441827994,0.112931091602,0.146607150195,0.197859630494,0.130214757682,0.169395864996,0.110623306716,0.106515919311,0.108141955053,0.14937801779,0.136137008743,0.086161722329,0.114800332,0.153446073849,0.1980375153,0.153303180915,0.142429789742,0.0837325611229,0.11588752194,0.0924953737979,0.180279759916
2.07080229267,0.273431617441,191.604938272,18.4623531756,0.159961327602,0.133593127563,0.11591750727,0.147943892428,0.195120140896,0.132134528753,0.170428120135,0.111949109574,0.107127851635,0.111770239801,0.154788716035,0.13486829762,0.0857544313479,0.111940026822,0.153155054016,0.197605578656,0.15438395593,0.140847067451,0.0835507167887,0.117521718428,0.089773948755,0.181220446579
2.06571773879,0.263876723052,191.660493827,18.4508457549,0.154438084149,0.135310731207,0.113361785972,0.148649861627,0.191514454921,0.12958149296,0.173812720066,0.111150578741,0.107520366728,0.108670860956,0.149456258959,0.134431299985,0.0859995508964,0.111757244696,0.152353578922,0.195333520668,0.152772617867,0.138937030398,0.0842736119285,0.114043889061,0.0920335509219,0.182764182095
2.07224564895,0.278016053536,191.725308642,18.4372405735,0.154714344522,0.134026230072,0.115810018707,0.15025914743,0.196142994104,0.133112136745,0.172757388941,0.111566730176,0.108180209088,0.11086925888,0.153999874816,0.134927677074,0.0869236650382,0.113041557548,0.155880454279,0.196213888017,0.1538818399,0.140586631214,0.0855494138585,0.116586314122,0.0911816383255,0.185264029595
2.06241573172,0.265965347434,191.805555556,18.4190565981,0.15695163847,0.135289716895,0.117251178043,0.150054590633,0.195123475446,0.135793786849,0.171845897789,0.108973676524,0.108102459218,0.108185812402,0.149829122695,0.13787963128,0.0869387327323,0.115541190288,0.159611090062,0.195552424435,0.155610682892,0.145189546533,0.0873736993245,0.117942965344,0.0936695081558,0.185698464532
2.07075838252,0.262591582856,191.87345679,18.3847181787,0.160113931085,0.135286702435,0.124154181031,0.146744006593,0.195381574259,0.132233517349,0.167017475174,0.106051780539,0.106213815312,0.111746321855,0.142123746283,0.144120916354,0.087897690239,0.115091476841,0.161783394847,0.195490832839,0.155077577265,0.143610076489,0.0888120186477,0.115330679989,0.0921163036138,0.180390466552
2.06880708846,0.268888264529,191.913580247,18.369108913,0.156311321863,0.138712288705,0.122838339689,0.147504286969,0.194360577914,0.135375169074,0.167372921938,0.104729358589,0.10648853155,0.110166571573,0.15428257107,0.137097116127,0.0866565281921,0.110597125536,0.165585504037,0.199800529304,0.156658310049,0.146681171663,0.0921039068124,0.118661864514,0.0909444027966,0.187562195275
2.08138416504,0.269753281541,191.935185185,18.3093787603,0.150710364002,0.13664964109,0.117510656393,0.146607458252,0.194653460367,0.134506752651,0.163213485977,0.102921635677,0.104314981806,0.106399818542,0.142752323378,0.134472425423,0.0859801070203,0.109348286137,0.167362471898,0.201679472623,0.156507318081,0.150712439625,0.0963441231495,0.117983636651,0.0909839750264,0.192150292723
2.08578128432,0.27024059298,191.956790123,18.2553825179,0.153778032639,0.134356323553,0.120224154683,0.148265033259,0.193349116776,0.133787030964,0.160751919399,0.104380047231,0.106178843933,0.107247016125,0.148550551022,0.131349907091,0.0863749734275,0.109526642806,0.169125680364,0.197623773428,0.156086267432,0.153701673496,0.098494502776,0.117219478132,0.0915672673535,0.190524149316
