,b1_l,b2_l,b3_l,i1_l,i2_l,iii1_l,iii3_l,hg1_l,hg2_l,hg3_l,hg4_l,b1_r,b2_r,b3_r,i1_r,i2_r,iii1_r,iii3_r,hg1_r,hg2_r,hg3_r,hg4_r
0,0.547694143483,0.511261633094,0.552429625391,0.307527733918,0.328787112344,0.401262951202,0.673256813142,0.361655733498,0.529286191208,0.346882811357,0.401410269007,0.509304261555,0.499508513878,0.631549193745,0.287384334771,0.219132306939,0.497770448326,0.693380714489,0.348814267517,0.416953642924,0.281354052205,0.307791677243
1,0.60982758889,0.480132572867,0.589114057578,0.23162767525,0.253633341194,0.35593724153,0.669946228308,0.289635556926,0.356038397178,0.346882811357,0.413408704769,0.592384011641,0.49166007589,0.586473511478,0.235249206352,0.243253533601,0.349714800853,0.674351102774,0.288877582305,0.363317808652,0.375388123201,0.326641176323
2,0.603951009468,0.476021125245,0.586737650192,0.230728545171,0.250141763864,0.354146387178,0.667596982912,0.290652644505,0.353045691414,0.335482339174,0.338522846934,0.59220853786,0.487109292141,0.58632929268,0.23520157853,0.244340879021,0.347763171442,0.673794155763,0.289067474552,0.365033377832,0.369955635602,0.319148043339
3,0.580558825059,0.472876463908,0.567424691647,0.227663498377,0.249046768477,0.345744623192,0.663768616513,0.287640367713,0.346638267396,0.338367585648,0.34789933094,0.579347874689,0.484352915542,0.579317040864,0.236882784644,0.242938223204,0.344102663623,0.668043575668,0.290245656031,0.362487375889,0.369491114673,0.320863560978
4,0.604703369432,0.482454092062,0.57628952216,0.229764621557,0.248968892365,0.354603203801,0.674654192486,0.289008379897,0.351968554284,0.336114778606,0.347247372945,0.58907038863,0.486460230521,0.587157144029,0.241957603912,0.245302873171,0.357655374338,0.672770563843,0.294818464519,0.370991869734,0.374656079243,0.328261981437
5,0.600559429644,0.482101062809,0.579427677347,0.230625126761,0.256257249031,0.360035653368,0.677098221812,0.290977736565,0.359538458304,0.344475654494,0.332058729307,0.589568088282,0.495262559831,0.586513348063,0.242670691855,0.261907809566,0.360110163498,0.672363412699,0.29496842962,0.373162495049,0.36355505681,0.328261981437
6,0.584790625333,0.478817685057,0.575987377145,0.22598554769,0.264616301036,0.353845060351,0.671076001208,0.285611707154,0.360005819314,0.343644720014,0.334985193209,0.567033298656,0.495835934576,0.579504149102,0.237819828935,0.270870800865,0.350073695585,0.665598990224,0.292491865131,0.37409924111,0.353332285328,0.301946718267
7,0.602418099345,0.482682256796,0.589349431048,0.224883465448,0.277635809539,0.351988274681,0.674617283926,0.286711143929,0.368486780637,0.334462150034,0.331511000147,0.588973030791,0.49587984119,0.586742699556,0.234889292923,0.271734309773,0.349291738677,0.675437875458,0.290781174179,0.376186134703,0.358524697565,0.318901525513
8,0.590319657936,0.478939751004,0.588848339976,0.221024715556,0.281860675685,0.339387883457,0.673869964267,0.283054463488,0.362628912405,0.333221658182,0.324318148074,0.588102548616,0.496925051446,0.587890392732,0.229015297673,0.271072933581,0.341597760152,0.673403174417,0.286819463085,0.371144992475,0.370194520074,0.323662485884
9,0.581341901483,0.473914050985,0.58143450403,0.217236802713,0.279780191878,0.331925479223,0.667118663649,0.277591783798,0.355132194928,0.334457720028,0.334466736825,0.579076448113,0.494651230268,0.571720539847,0.221049885804,0.270514994736,0.327196322942,0.669398787498,0.2793844894,0.362892945579,0.354527086511,0.311309563444
10,0.582430372664,0.475093648591,0.587381519762,0.215707023417,0.278724405284,0.33034545278,0.667831345865,0.275756615601,0.354537332163,0.329843666462,0.322520787782,0.582721192629,0.493109552073,0.574700023582,0.217736084514,0.268192101493,0.322668392817,0.676456472502,0.276409348837,0.358700427607,0.349032453039,0.31601700177
11,0.583372121912,0.475476011743,0.585872084902,0.212714653881,0.2728508078,0.318899158532,0.66942881239,0.270598152009,0.348345967885,0.326549632539,0.325176468125,0.582001581198,0.492627093643,0.576436011485,0.212539335901,0.263078950421,0.316259828701,0.682236595208,0.267804528591,0.34870044791,0.352008796158,0.306017421204
12,0.601100846717,0.483322835377,0.594949319175,0.213589650926,0.267730444881,0.328532512291,0.675628591289,0.270243189514,0.351813409804,0.329635022783,0.325721002904,0.599273698014,0.500841064482,0.578453347905,0.211173036476,0.25432694068,0.320080428305,0.688274638553,0.267565960524,0.352025321411,0.351214583046,0.34275900661
13,0.596710950658,0.485413745217,0.594610872294,0.211052875246,0.262204612878,0.323078940115,0.676539522337,0.267209358211,0.348512392986,0.323613643857,0.329643255186,0.599200913496,0.502842768853,0.580321887773,0.207549353898,0.250474022014,0.316043392095,0.688691798345,0.263851045427,0.349264434337,0.357698488945,0.313242431662
