,b1_l,b2_l,b3_l,i1_l,i2_l,iii1_l,iii3_l,hg1_l,hg2_l,hg3_l,hg4_l,b1_r,b2_r,b3_r,i1_r,i2_r,iii1_r,iii3_r,hg1_r,hg2_r,hg3_r,hg4_r
0,0.532947302338,0.444130763724,0.584782200745,0.251886824373,0.252256199834,0.363027551269,0.622477022783,0.310142608173,0.312077715492,0.26361057117,0.329895389471,0.527878798903,0.454640303262,0.546827940358,0.241633100159,0.221990063733,0.343965009373,0.642015546179,0.285365563561,0.340853122453,0.321140726662,0.314099382155
1,0.537910874212,0.451710004515,0.593135835307,0.249725649964,0.252159895163,0.356171899751,0.614388575739,0.304971781806,0.308513667938,0.285869315485,0.329895389471,0.533226093771,0.453808246613,0.53499073798,0.237079186538,0.221898095972,0.336497576999,0.648302382313,0.281272827346,0.338462248185,0.322140921967,0.307796787725
2,0.53212313933,0.456011604678,0.600257252164,0.245711629739,0.270045769864,0.345040537006,0.605695047793,0.297183623148,0.309929040188,0.288984990514,0.329895389471,0.52836352457,0.446504751492,0.533059851559,0.23055051713,0.216434519785,0.329918029217,0.656999782669,0.277857016767,0.332781802897,0.316609823691,0.294011330766
3,0.534061368114,0.454825167755,0.609056553076,0.247925419953,0.274986465373,0.343270481153,0.600734478465,0.297639386996,0.31672296067,0.329199107261,0.329895389471,0.523023397974,0.455624062421,0.513924055897,0.22222615108,0.211341599735,0.329197038754,0.666769145712,0.269958774235,0.333781969466,0.312337085739,0.293983644791
4,0.532853237325,0.454881263488,0.618428227759,0.253640290413,0.285469255041,0.336580424291,0.573941624327,0.294439466792,0.314740917493,0.336645007614,0.339912349882,0.536173494398,0.462931034491,0.502819248479,0.216059073367,0.204008936813,0.334527530915,0.682559556771,0.267650892819,0.335385132564,0.310427501743,0.262115980995
5,0.542102157684,0.452874534244,0.633777548181,0.267296536613,0.307192400165,0.34500781714,0.561442753596,0.302862184301,0.324000436633,0.336645007614,0.339912349882,0.548211993966,0.460020807968,0.49263286471,0.212931959848,0.199260787163,0.344387119299,0.697209599244,0.270807968073,0.343247672909,0.30780739841,0.256135907599
6,0.54080401476,0.442280747906,0.645402903734,0.279700321463,0.323127842297,0.344275647174,0.534759510554,0.304762378051,0.326049321228,0.340632378257,0.339912349882,0.543517262799,0.465873975612,0.468463747553,0.204188736594,0.197302346357,0.346452971037,0.705631178337,0.263848412464,0.340082025881,0.310676513017,0.238233517281
7,0.545286970955,0.447872831852,0.657904262767,0.294277314671,0.342776662176,0.349740785745,0.504615239575,0.30995888232,0.330997494883,0.321556667373,0.339912349882,0.560557887699,0.472476723208,0.44270566542,0.200244789822,0.195618034993,0.350391863759,0.716251562483,0.258345611059,0.342981673305,0.309747768931,0.236544616364
8,0.54381976786,0.443882047921,0.668789096683,0.31163063568,0.365147115056,0.356547586609,0.476459549237,0.323296304265,0.344161833844,0.321556667373,0.339912349882,0.572677135803,0.485298221283,0.43543854547,0.199468164517,0.189458704841,0.369397413565,0.731956082376,0.263431777466,0.353858375553,0.308466850995,0.242406028135
9,0.545436800772,0.43195497827,0.674507167618,0.327526366555,0.389644933699,0.361973927605,0.44623932452,0.331073464119,0.349290189148,0.321556667373,0.339912349882,0.58041785145,0.492753029803,0.419042791886,0.197277523557,0.190764547347,0.378285505281,0.740039514621,0.265339182132,0.358079894886,0.301720176376,0.229940599055
