,b1_l,b2_l,b3_l,i1_l,i2_l,iii1_l,iii3_l,hg1_l,hg2_l,hg3_l,hg4_l,b1_r,b2_r,b3_r,i1_r,i2_r,iii1_r,iii3_r,hg1_r,hg2_r,hg3_r,hg4_r
0,0.490183994736,0.43983734449,0.542438049134,0.284955911572,0.2009108962,0.372678619702,0.598551779866,0.322934450799,0.358015982681,0.319982607661,0.319654544747,0.519931809093,0.386157532935,0.554190807296,0.345984625175,0.365541654368,0.385171877653,0.567663293003,0.347791891267,0.342895664194,0.284669688158,0.31943188729
1,0.594750048787,0.495370247788,0.608840503801,0.240833968005,0.244968197987,0.357358319663,0.647790739428,0.294180962517,0.359613987081,0.319982607661,0.319654544747,0.588135803022,0.481050857935,0.56568796947,0.224739868987,0.240953459229,0.336704860857,0.701821299847,0.281950836536,0.378809960803,0.327501397483,0.320990613537
2,0.573727239823,0.491581087055,0.592904131488,0.240193146727,0.242159495571,0.348514562511,0.641011638149,0.289606680718,0.351225899226,0.31611725913,0.320903909122,0.562694268164,0.483216267587,0.554830987846,0.221577031326,0.237289825044,0.330457074626,0.691061459998,0.277844013009,0.372572364429,0.325591381699,0.309349996643
3,0.577003923534,0.491300257332,0.589575946151,0.237971862189,0.239552405489,0.344825150797,0.643076678119,0.288665735502,0.354384407818,0.320254184988,0.312244904241,0.578079377802,0.47746957054,0.560869791178,0.222042166055,0.234322944556,0.33173188164,0.692627220228,0.278741432109,0.375303696757,0.315771423706,0.309672541972
4,0.582765542856,0.491315984503,0.597043622633,0.240685732268,0.241117968087,0.352295504702,0.648251303101,0.290038103097,0.355866773642,0.312973591978,0.322200033477,0.585170402289,0.489172933489,0.573654835207,0.226739243925,0.233016119106,0.33990028393,0.69959799646,0.285144721739,0.376547946484,0.3145557753,0.375041042514
5,0.57597641897,0.495132506574,0.591169669542,0.239763615082,0.247456248404,0.35623943781,0.651536179421,0.284578472547,0.35327791531,0.322225520064,0.317528174558,0.568228089846,0.493333290091,0.565028826353,0.227931514903,0.240803536549,0.339923669866,0.696647205951,0.284085269439,0.381281830765,0.316117824312,0.376184333777
6,0.581028922579,0.489526906722,0.595063786012,0.24086626323,0.251609348541,0.356177222787,0.650651997714,0.289259510834,0.361297313638,0.323310969103,0.322904660993,0.585210375024,0.488817473067,0.573603644503,0.228475338826,0.248448970976,0.339543818756,0.69444192116,0.284821253048,0.386822017073,0.315486299871,0.388270028131
7,0.584570378467,0.501215172906,0.58963420491,0.241020403658,0.260336479299,0.350431526944,0.649729117043,0.287396906989,0.359602123646,0.324302848498,0.322904660993,0.585727417279,0.494260988293,0.56741993492,0.225632424659,0.253600774227,0.33414469701,0.687977612442,0.283015753852,0.381416568801,0.313350402542,0.376802689717
8,0.572176867069,0.492275091209,0.584386590446,0.235601796694,0.264251216413,0.337710105629,0.644246211106,0.28178881473,0.356136779243,0.315160783829,0.308480545944,0.573219552162,0.490688903617,0.564608433021,0.22231151422,0.254794110072,0.32425239809,0.682122901086,0.28118233415,0.37667327193,0.311996071029,0.36450696997
9,0.558580860379,0.486488925016,0.580554368285,0.231118209882,0.260837733911,0.323550015894,0.646552897603,0.274385715794,0.344516385371,0.315575892807,0.332312540799,0.561940143231,0.479352755345,0.564620582362,0.219805130321,0.252733202606,0.313975116579,0.681498684879,0.274878319403,0.368061669339,0.313801469767,0.368032936988
