mean,mean_er,mean_WBF,WBF_er,b1_l,b2_l,b3_l,i1_l,i2_l,iii1_l,iii3_l,hg1_l,hg2_l,hg3_l,hg4_l,b1_r,b2_r,b3_r,i1_r,i2_r,iii1_r,iii3_r,hg1_r,hg2_r,hg3_r,hg4_r
-0.119534717137,0.220327285852,205.147058824,7.54727746004,0.0300746872269,0.0,0.0442772962756,0.764336716933,0.180503766607,1.42042206986,4.29618474419,2.64760259976,37.2973419224,1.22949331545,1.19553168419,2.13653932129,0.855342187899,1.47802799891,2.19805777215,0.00340673543167,1.40164566263,3.87641320941,1.13527452176,33.4090302052,2.25654881573,0.352312121781
-0.103998037992,0.230054955341,200.941176471,6.29702894462,0.0369174441544,0.0,0.044645807803,0.799034868889,0.210748979295,1.56090981103,4.60507043799,3.85925532864,39.3247304612,1.30238336331,1.10840354038,2.15891714546,0.923045506681,1.82871618827,2.45266790928,0.00813284823581,1.62747668917,4.12661097172,1.75857308556,36.7643322745,2.6347428508,0.395293928347
-0.0950212900413,0.230399138533,200.941176471,6.37838722009,0.036788187891,0.0,0.0425805444529,0.742781497251,0.192820814957,1.46468130482,4.31719285285,3.80135733695,37.8359266695,1.15400890057,1.11587378369,2.08954086748,0.879247454389,1.66964539475,2.28005936495,0.00630630055196,1.53123021223,3.91589206293,1.57845941585,34.8372529032,2.45778013088,0.362595222314
-0.110559563175,0.236979659993,200.941176471,6.54045667591,0.0383399447354,0.0,0.0438936451258,0.79117328897,0.190548688068,1.5429318745,4.47970891391,3.89994432783,39.0161533335,1.12066947286,1.16734897046,2.12579577131,0.901988706382,1.77634029257,2.38747155331,0.00772873036332,1.6013299133,4.11086000492,1.7589917022,36.5503984504,2.59133960993,0.40371036307
-0.107805456829,0.234100673566,200.970588235,6.53947290554,0.0420895679564,0.0,0.0413999677973,0.803602279147,0.193215093393,1.54020764642,4.4985849513,3.75710489249,39.2283861073,1.09424143409,1.2069933597,2.12734183409,0.895624124354,1.76700332173,2.37552170804,0.00144291406513,1.59364724295,4.08431360174,1.75421780056,36.5516299143,2.52992640035,0.44946626852
-0.119883164651,0.229223229914,201.088235294,6.61965655765,0.0404781010335,0.0,0.0438044106883,0.810483162663,0.20935525777,1.53095114223,4.51316421311,3.65251381957,38.6242775398,0.958446504163,1.18738033521,2.0822657109,0.886127459442,1.78446313656,2.37853079264,0.00511404640064,1.5936983441,4.05744889315,1.77913315804,36.1460745629,2.44241464513,0.454091253737
-0.115392399693,0.223360712564,201.088235294,6.63380380635,0.0453145798149,0.0,0.0417395004016,0.797980929727,0.188831066652,1.48348883732,4.43912313956,3.66914451991,37.8474956481,0.940714018829,1.16690454408,2.0405848864,0.854701122824,1.67784415912,2.30708599057,0.00632595695773,1.53686428632,4.00227595739,1.43818396628,35.1090319638,2.4617670459,0.444812537845
-0.121951533893,0.251311294813,201.205882353,6.70601135067,0.047974272581,0.0,0.0401813747953,0.817903154525,0.230288831708,1.49922115401,4.56444537638,3.41313780154,37.8787045057,0.956193184083,1.13722960757,2.03614771544,0.842770276454,1.67336294686,2.3016972468,0.00881846099334,1.5350806647,3.97544179974,1.52646695544,34.8171432638,2.37826603741,0.433658230663
-0.124722377125,0.233340138444,201.352941176,6.66090437244,0.0377200022704,0.0,0.0216344745169,0.736868436688,0.23285676336,1.41547236357,4.39057115135,3.15191564139,36.8493093111,0.949704557129,1.05495688152,1.99726592394,0.814758060321,1.53996483092,2.17724677915,0.00356750229725,1.44504576223,3.82559085467,1.33500142023,33.6354291124,2.19307135683,0.368138186158
-0.125064448683,0.235795674403,201.588235294,6.50056558625,0.0414248171197,0.0,0.038032380189,0.829963569102,0.241046154404,1.52426235271,4.73104811766,3.33022101027,37.6861487754,1.07690198364,1.07324274398,2.01589704037,0.835586885227,1.70025653088,2.330748912,0.00314388579929,1.54910733384,4.0797385948,1.54348943141,35.6934052255,2.41254289385,0.414134123556
