mean,mean_er,mean_WBF,WBF_er,b1_l,b2_l,b3_l,i1_l,i2_l,iii1_l,iii3_l,hg1_l,hg2_l,hg3_l,hg4_l,b1_r,b2_r,b3_r,i1_r,i2_r,iii1_r,iii3_r,hg1_r,hg2_r,hg3_r,hg4_r
0.064294730828,0.284227368038,186.125,72.2202731727,0.0,0.0208279343839,0.00573624211996,0.0,0.0399473948997,0.00867004982037,0.0982415727614,0.0,3.07369478162,0.0,0.0,0.00535209851516,0.0105770956068,0.0,0.0588870835757,0.0414272748055,0.0883873896802,0.203765965505,0.313134372766,3.14929485809,0.0,0.0
-0.0558348978243,0.158007785389,184.3125,71.2264685453,0.0,0.0,0.0,0.0,0.0,0.0,0.0791833524228,0.0,2.92933306742,0.0,0.0,0.0,0.0,0.0,0.00505879980848,0.00253916269034,0.0825039230095,0.189110000963,0.0132535878563,2.91537380507,0.0,0.0
-0.0702166139306,0.190325024676,184.375,70.6463779276,0.0,0.0,0.0,0.0,0.0,0.0,0.0862815021321,0.0,2.9704451216,0.0,0.0,0.0,0.0,0.0,0.0101454093638,0.00182179989037,0.0829896495933,0.196835243849,0.0190007393636,2.90842439881,0.0,0.0
-0.0507589980221,0.155387450193,184.8125,69.0046258801,0.0,0.0,0.0,0.0,0.0,0.0,0.0702419754513,0.0,2.63395126786,0.0,0.0,0.00846210182158,0.0,0.0,0.00705139932904,0.000187230894267,0.0713549898384,0.160401133496,0.0150339168753,2.53718264513,0.0,0.0
-0.0609107976265,0.171558595731,184.875,68.4281427067,0.0,0.0,0.0,0.0,0.0,0.0,0.07090521264,0.0,2.61526430639,0.0,0.0,0.00846210182158,0.0,0.0,0.00497384665553,0.00499737820487,0.0712772348704,0.171713038734,0.0271344302856,2.51539829652,0.0,0.0
-0.0685246473298,0.192801484655,184.9375,68.2445379813,0.0,0.0,0.0,0.0,0.0,0.0,0.0858584629148,0.0,2.96545124956,0.0,0.0,0.0,6.53258233436e-05,0.0,0.00558962934426,0.0,0.0762453592578,0.183948418804,0.00593343534035,2.83984978801,0.0,0.0
-0.0617567809269,0.192529783649,184.9375,68.2534339795,0.0,0.0,0.0,0.0,0.000122008928209,0.0,0.0917171473708,0.0,3.06125886546,0.0,0.0,0.0,6.53258233436e-05,0.0,0.0114347612184,0.000422533940776,0.0867346411968,0.198918463713,0.0305744504198,2.94021479968,0.0,0.0
-0.073600547132,0.175869211334,184.75,68.5805053516,0.0,0.0,0.0,0.0,0.0,0.0,0.0788242040774,0.0,2.67238385815,0.0,0.0,0.0032464010822,0.0,0.0,0.00610312141832,0.00434145124216,0.0769246944673,0.193339502817,0.0305133588964,2.57430256271,0.0,0.0
-0.064294730828,0.177850905312,184.6875,69.1447433701,0.0,0.0,0.0,0.0,0.0,0.0,0.0718521308727,0.0,2.67891004183,0.0,0.0,0.0032464010822,0.0,0.0,0.00325122501404,0.000995426704582,0.0776252538924,0.173915867194,0.0308509050907,2.64987723372,0.0,0.0
-0.0634487475276,0.190049783281,184.625,69.7227929528,0.0,0.0,0.0,0.0,0.0,0.0,0.0720175505385,0.0,2.91377295788,0.0,0.0,0.0,0.000509137992235,0.0,0.00500381236644,0.000953849628568,0.0811735335918,0.17620466671,0.0226081536263,2.83108364022,0.0,0.0
